"jerarquia";"cod_especie";"nombre_corto";"nombre_largo";"cotiza";"fecha_emision";"fecha_vencimiento";"diasmes";"diasanio";"cod_especie_sab";"cod_emisor";"tipo_especie";"cod_especie_mae";"isin";"pais_origen";"cod_tip_flujo";"tipo_moneda";"cod_moneda_pago";"cod_tip_emisor";"partition_date"
"002004001000000";ACCION;ACCIONES;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"001080000000000";ARP;Pesos;Pesos;ARS;;;REA;"365";PAR;RA;M;;;ARGENTINA;XXXX;D;;;"2024-03-27"
"002001001003000";BG07;L.Externas 2007;Letras Externas de la Rep. Arg. en $ vto. 12/02/2007 -11,75%-;ARS;"29/01/1997";"12/02/2007";"30";"360";"6412";RA;B;SF07P;USP0450KAB90;ARGENTINA;XXXX;;;;"2024-03-27"
"004016000000000";BOAR;Vencida14;Bono Argentina 1998 Serie 20 (Serie Argentina);USD;"04/04/1995";"04/04/1998";"30";"360";"6700";;B;BOAR;XS0056823478;ARGENTINA;XXXX;;;;"2024-03-27"
"004272000000000";IEP;BONOS TESORO;TITULOS DEL TESORO MEDIANO PLAZO;USD;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004116000000000";BOTE10;B. DEL TESORO;Bonos del Tesoro 10ma. Serie;USD;"01/04/1990";"01/04/2000";REA;REA;"2189";RA;B;BOT2;ARP04981BS74;ARGENTINA;XXXX;;;;"2024-03-27"
"002001006002000";BT02;BONTES 2002;Bonos del Tesoro a mediano plazo vto. 09/05/2002 -8,75%- PESIFICADO A 1,40;ARS;"09/05/1997";"09/05/2003";"30";"360";"5302";RA;B;BT02;ARARGE031633;ARGENTINA;XXXX;;;;"2024-03-27"
"004124000000000";BX89;BONEX 89;Bonos Externos de la Republica Argentina Serie 1989;USD;"28/12/1989";"28/12/1999";REA;REA;"2282";;B;BX89;ARP04981AC32;ARGENTINA;XXXX;;;;"2024-03-27"
"004126000000000";BXGL01;Bx.GLOBAL 01;Bonos Externos Globales de la Rep. Arg. en u$s vto. 23/02/2001 -9.25%-;USD;"23/02/1996";"23/02/2001";"30";"360";"6501";RA;B;GF01D;US040114AK62;ARGENTINA;XXXX;;;;"2024-03-27"
"002001001001000";BGL06;Bx.GLOBAL 06;Bonos Externos Globales de la Rep. Arg. en u$s vto. 09/10/2006 -11%-;USD;"09/10/1996";"09/10/2006";"30";"360";"1174";RA;B;GO06D;US040114AN02;ARGENTINA;XXXX;;;;"2024-03-27"
"002001001004000";BGL17;Bx.GLOBAL 17;Bonos Externos Globales de la Rep. Arg. en u$s vto. 30/01/2017 -11,375%-;USD;"30/01/1997";"30/01/2017";"30";"360";"1173";RA;B;GE17D;US040114AR16;ARGENTINA;XXXX;;;;"2024-03-27"
"004072000000000";BXGL99;Bx.GLOBAL 99;Bonos Externos Globales de la Rep.Arg. en u$s vto. 01/11/99 -10,95%-;USD;"01/11/1994";"01/11/1999";"30";"360";;RA;B;BGL2;US040114AJ99;ARGENTINA;XXXX;;;;"2024-03-27"
"002001032003000";DISC;DISCOUNT BOND;Bonos de la Rep. Arg. en u$s vto. 31/03/2023 tasa flotante -Garantizados (con desc.);USD;"31/03/1993";"31/03/2023";REA;"360";"1084";RA;B;DISD;XS0043118172;ARGENTINA;XXXX;;;;"2024-03-27"
"001001000000000";GBP;Libra Esterlina;Libra Esterlina;USD;;;;;;UK;M;;;;XXXX;D;;;"2024-03-27"
"001019000000000";JPY;Yenes;Yenes;USD;;;;;;JPY;M;;;;XXXX;D;;;"2024-03-27"
"004003000000000";LETE18;Vencida3;Letras del Tesoro en pesos Vto.20/03/1998;ARS;"21/03/1997";"20/03/1998";;;"5018";;B;LE18;ARARGE031567;ARGENTINA;XXXX;;;;"2024-03-27"
"004005000000000";LETE22;Vencida5;Letras del Tesoro an dolares Vto.19/12/98;USD;"20/06/1997";"19/12/1997";REA;REA;;;B;LE22;;ARGENTINA;XXXX;;;;"2024-03-27"
"004007000000000";LETE24;Vencida6;Letras del Tesoro en pesos Vto.16/01/98;ARS;;"16/01/1998";;;"5024";;B;LE24;ARARGE031708;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004000000";LETES;LETRAS TESORO C;LETRAS DE TESORERIA EN PESOS Y DOLARES;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004273000000000";OTROST;OTROS TITULOS;OTROS TITULOS EN PESOS;ARS;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004307000000000";OTROTD;OTROS TIT USD;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004220000000000";PRE1;VENCIDA PRE1;Bonos de Consolidacion de Deudas Previsionales en moneda nacional Serie 1 $;ARS;"01/04/1991";"01/04/2001";REA;REA;"2197";RA;B;PRE1;ARP04981BT57;ARGENTINA;XXXX;;;;"2024-03-27"
"004222000000000";PRE2;VENCIDA PRE2;Bonos de Consolidacion de Deudas Previsionales en u$s 1era. Serie;USD;"01/04/1991";"01/04/2001";REA;REA;"2196";RA;B;PRE2;ARP04981BU21;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005001000";PRE4;BOCON PRE4;Bono Consolidacion Deuda Previsional en u$s 2da Serie vto. 01/06/2002 - PESIFICADO A 1,40;ARS;"01/09/1992";"01/09/2002";"30";"360";"2225";RA;B;PRE4;ARP04981DG19;ARGENTINA;XXXX;;;;"2024-03-27"
"002004000000000";PRIVA;TITULOS PRIVADO;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"002000000000000";TITULO;TITULOS;;USD;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"001002001000000";USB;Dolar Billete;Dolar Billete;ARS;;;;;USD;USA;M;;;USA;XXXX;B;;;"2024-03-27"
"001002002000000";USD;Dolar Divisa;Dolar Divisa;ARS;;;"30";"360";USD;USA;M;;;USA;XXXX;D;;;"2024-03-27"
"004006000000000";LETE26;Vencida7;Letras del Tesoro en dolares Vto.13/02/98;USD;;"13/02/1998";;;"5026";;B;LE26;ARARGE031740;ARGENTINA;XXXX;;;;"2024-03-27"
"002001001002000";BG02;L.Externas 2002;Letras Externas de la Rep. Arg. en $ vto. 10/07/2002 -8,75%-;ARS;"10/07/1997";"10/07/2002";"30";"360";"1416";RA;B;SL02P;USP8055KAP05;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002002000";MUL07;MULTICANAL 2007;MULTICANAL S.A. VTO.01/02/2007 10.50%;USD;"01/08/1997";"01/02/2007";"30";"360";"4046";MULTICANAL;B;MUL2;US62544FAD15;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002009000";MUL2;MULTICANAL 2002;MULTICANAL S.A. VTO.01/02/2002 9.25%;USD;"01/08/1997";"01/02/2002";"30";"360";"1221";MULTICANAL;B;MUL1;US62544FAC32;ARGENTINA;XXXX;;;;"2024-03-27"
"002003005001000";BSAS7;BUENOS AIRES 07;CIUDAD DE BUENOS AIRES VTO.11/04/2007 11.25% - extencion hasta el 11/4/2011 tasa 7;USD;"11/04/1997";"11/04/2011";"30";"360";"1224";GCBA;B;BBA1;XS0074563015;ARGENTINA;DTCF;;;;"2024-03-27"
"002004002007000";IEBA4;INV.ELEC. 2004;INVERSORA ELECTRICA VTO 16/09/2004 9.00%;USD;"24/09/1997";"16/09/2004";"30";"360";"1332";IEBA;B;INVEB;USP52594AB78;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002011000";AUS09;AUSOL009 10,25;AUTOPISTAS DEL SOL S.A. VTO.01/08/2009 10.25%;USD;"31/07/1997";"01/08/2009";"30";"360";;AUTOSOL;B;;USP0605BAB38;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004000000";TPPROV;TIT.PUB. PCIAL.;TITULOS PUBLICOS PROVINCIALES;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004043000000000";IRSA99;VENCIDA IRSA99;IRSA VTO 03/03/1999 8,875%;USD;"03/03/1994";"03/03/1999";"30";"360";"1162";;B;;USP58809AA51;ARGENTINA;XXXX;;;;"2024-03-27"
"004078000000000";RIO99N;VENCIDA RIO99N;BCO RIO DE LA PLATA VTO.09/11/99 6MO.LIBOR+75Bp;USD;"11/08/1997";"09/11/1999";REA;"360";"1461";RIO;B;BRI6;US05964MAF14;ARGENTINA;XXXX;;;;"2024-03-27"
"004008000000000";LETE29;Vencida8;Letras del Tesoro en dolares vto.15/05/1998;USD;"14/11/1997";"15/05/1998";REA;"360";"5029";;B;LE29;ARARGE031807;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002017000";GASC2;GASCART 2002;Gascart vto. 30/06/2002;USD;"30/06/1997";"30/06/2002";"30";"360";"1246";GASCART;B;GAS1;XS0078024121;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004002000";MDZA7;MENDOZA 2007;PCIA.DE MENDOZA VTO. 04/09/2007 10.00%;USD;"04/09/1997";"04/09/2007";"30";"360";"6440";PROMENDOZA;B;TMZA2;USP6480JAC10;ARGENTINA;XXXX;;;;"2024-03-27"
"004100000000000";IGAS99;VENCIDA IGAS99;INVERGAS S.A. VTO. 16/12/1999 12.5%;USD;"16/12/1994";"16/12/1999";"30";"360";"1068";CHASE NY;B;;USP57962AA31;ARGENTINA;XXXX;;;;"2024-03-27"
"002003003002000";CEHI2;CEDHIPO SERIE 2;CEDULAS HIPOTECARIAS ARGENT. SERIE 2;ARS;"25/07/1997";"01/07/2049";;;"2119";RA;B;CHA2;ARBHIP080073;ARGENTINA;XXXX;;;;"2024-03-27"
"004193000000000";MTGA00;VENCIDA MTGAS00;METROGAS S.A. VTO.15/08/2000 12.00%;USD;"06/12/1995";"15/08/2000";"30";"360";"1126";METROGAS;B;;US591673AB43;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002025000";TEA04;TELEFONICA 2004;TELEFONICA DE ARGENTINA VTO.01/11/2004 11.875%;USD;"03/11/1994";"01/11/2004";"30";"360";"1182";TELEFONICA;B;;US879378AC15;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002030000";NOR04;SUP.NORTE 2004;SUPERMERCADOS NORTE REGISTRADOS VTO. 09/02/2004 10.875%;USD;"09/02/1997";"09/02/2004";"30";"360";"1175";NORTE;B;;USP8802PAA86;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002036000";PERE7;P.COMPANC 2007;PEREZ COMPANC S.A. VTO.15/07/2007 8.125%;USD;"17/07/1997";"15/07/2007";"30";"360";"1331";PEREZCOMP;B;;USP7705ZAA68;ARGENTINA;DTCF;;;;"2024-03-27"
"002003004003000";TUC04;TUCUMAN 2004;PCIA. DE TUCUMAN VTO.01/08/2004 9.45% - PESIFICADO A 1,40;ARS;"27/08/1997";"01/08/2004";"30";"360";"1269";PROVTUCUMA;B;TUCU2;US89882FAA03;ARGENTINA;XXXX;;;;"2024-03-27"
"004048000000000";BHN999;BHN 29/03/1999;BANCO HIPOTECARIO NACIONAL VTO.29/03/1999 10.625%;USD;"29/03/1996";"29/03/1999";"30";"360";"1128";;B;;US05959XAA54;ARGENTINA;XXXX;;;;"2024-03-27"
"002004001002000";INDUP;INDUPA;INDUPA(RECIBIDO EN DEFENSA DE CREDITOS;ARS;;;;;"15012";SOLVAY IND;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004001003000";TABAC;TABACAL;TABACAL S.A. (FALTA COMPLETAR);ARS;;;;;"0608";TABACAL;B;;ARP5612Z1129;ARGENTINA;XXXX;;;;"2024-03-27"
"004228000000000";SIDER;SIDERAR S.A.;SIDERAR S.A. (FALTA COMPLETAR);ARS;;;;;"0839";SIDERAR;B;;ARSIDE010029;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005002000";PRO2;BOCON PRO2;Bono Consolidacion Deuda en u$s 1era. Serie vto. 01/04/2007 - PESIFICADO A 1,40;ARS;"01/04/1991";"01/04/2007";"30";"360";"2208";RA;B;PRO2;ARP04981BA66;ARGENTINA;XXXX;;;;"2024-03-27"
"002003003001000";CEHI1;CEDHIPO SERIE1;CEDULAS HIPOTECARIAS ARGENTINAS SERIE 1;ARS;"29/11/1996";"01/07/2049";"30";"360";"2107";RA;B;CHA1;ARBHIP080065;ARGENTINA;XXXX;;;;"2024-03-27"
"004201000000000";NEWMON;VENCIDA NMBOND;NEW MONEY BOND VTO.25/10/1999 FLOATING;USD;"01/08/1987";"25/10/1999";REA;"360";"10808";;B;;ARP04981AA75;ARGENTINA;XXXX;;;;"2024-03-27"
"004125000000000";BX89CU;CUP BX89;CUPON BONOS EXTERNOS 1989;USD;;;REA;REA;"2392";RA;B;BX89;;ARGENTINA;XXXX;;;;"2024-03-27"
"004264000000000";ZAP001;VENCIDA ZAP001;Aceros Zapla S.A. 05/01/2001 (FALTA COMPLETAR);USD;"30/06/1995";"05/01/2001";"30";"360";"4010";ACEZAPLA;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004250000000000";CATTPE;CATTORINI PESOS;A COMPLETAR;ARS;;;;;"11019";CATTORINIH;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004253000000000";CATTDO;CATTORINI DOLAR;A COMPLETAR;USD;;;;;"11020";CATTORINIH;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004014000000000";PERE98;Vencida 3;PEREZ COMPANC S.A. VTO 30/07/1998 8.375%;USD;"30/07/1993";"30/07/1998";"30";"360";;;B;PEA;US204484AA76;ARGENTINA;XXXX;;;;"2024-03-27"
"004013000000000";RIO98;Vencida 1;BCO.RIO DE LA PLATA VTO 15/07/1998 8.50%;USD;"20/07/1993";"15/07/1998";"30";"360";"1284";RIO;B;;USP1504ZAE45;ARGENTINA;XXXX;;;;"2024-03-27"
"004099000000000";ASTR99;ASTRA 12/99 11.;ASTRA S.A. VTO 02/12/99 11.625%;USD;"02/12/1994";"02/12/1999";"30";"360";"1109";GOLDMAN;B;;USP0453PAB50;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002006000";SIDAM;SIDECO 08/2002;SIDECO AMERICANA S.A. VTO. 01/08/2002 9.125%;USD;"08/08/1997";"01/08/2002";"30";"360";"1263";SIDECO;B;SIAMA;USP8633MAA01;ARGENTINA;XXXX;;;;"2024-03-27"
"004066000000000";TSER99;VENCIDA TSER99;TRANSENER S.A. VTO.15/07/1999 9.625%;USD;"15/07/1996";"15/07/1999";"30";"360";"1143";;B;TSER;USP3058XAA39;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002015000";TEC02;TELECOM 2002;TELECOM STET-FRANCE TELECOM S.A. VTO.15/11/2002 12.00%. NO MAE.;USD;"15/11/1995";"15/11/2002";"30";"360";"1195";TELECOM;B;;US879273AE01;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002058000";IND07;INDUPA 07/2007;INDUPA VTO 15/07/2007 (A COMPLETAR) - PESIFICADA A 1;ARS;"15/07/1997";"15/07/2007";;;"11018";SOLVAY IND;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004009000000000";LETE31;Vencida10;Letras del Tesoro en dolares Vto. 19/06/98;USD;"19/12/1997";"19/06/1998";REA;"360";;;B;LE31;;ARGENTINA;XXXX;;;;"2024-03-27"
"004044000000000";CGC99;CGC 1999 8?%;COMP.GRAL.COMBUSTIBLES VTO.22/02/1999 8.50%;USD;"22/02/1994";"22/02/1999";"30";"360";"1120";;B;;XS0048889108;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002029000";YPF04;YPF 2004 8.00%;YPF S.A. VTO.15/02/2004 8.00%;USD;"02/02/1994";"15/02/2004";"30";"360";"1385";YPF;B;;US984245AA81;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002052000";CEI07;CEI 2007 9.75%;CITICORP EQUITY INVESTMENT VTO.14/02/2007 9.75%;USD;"24/02/1997";"14/02/2007";"30";"360";"1179";CEIHOLDING;B;;USP21923AB67;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002059000";CEI7P;CEI 2007 11.25%;CITICORP EQUITY INVESTMENT VTO 14/02/2007 11.25% PESOS;ARS;"24/02/1997";"14/02/2007";"30";"360";"1243";CEIHOLDING;B;;USP21923AC41;ARGENTINA;XXXX;;;;"2024-03-27"
"004231000000000";SUQA00;VENCIDA SUQA00;BANCO DEL SUQUIA VTO.30/07/2000 8.875%;USD;"30/07/1997";"30/07/2000";"30";"360";"1255";SUQUIA;B;BSUQ1;US0595WBAA73;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002043000";YPF07;YPF 2007 7.75%;YPF S.A. VTO.27/08/2007 7.75%;USD;"26/08/1997";"27/08/2007";"30";"360";"1438";YPF;B;;US984245AD21;ARGENTINA;DTCF;;;;"2024-03-27"
"004199000000000";MTIL00;VENCIDA MTIL00;BANCO MERCANTIL VTO 30/05/2000 8.875%;USD;"30/05/1997";"30/05/2000";"30";"360";;CAJA;B;;US0596A1AB99;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002027000";ACI04;ACINDAR 2004;ACINDAR S.A. VTO 15/02/2004 11.25%;USD;"15/02/1997";"15/02/2004";"30";"360";"1222";ACINDAR;B;ADAR;US004514AF20;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002001000";GAL03;GALICIA 2003;Banco de Galicia en u$s vto. 01/11/2003 Tasa 9.00%;USD;"08/11/1993";"01/11/2003";"30";"360";"1735";GALICIA;B;;US059538AC29;ARGENTINA;XXXX;;;;"2024-03-27"
"004244000000000";TIPR01;VENCIDA TIPR01;PROVINCIA DE NEUQUEN VTO 26/03/2001 6MO.LIBOR+400BP.;USD;"16/11/1995";"26/03/2001";"30";"360";"1163";PRONEUQUEN;B;TNEU;ARPNEU030022;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002061000";JOKEY;O.N. JOINT KEY;A COMPLETAR;ARS;;;;;"12001";JOINT;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004020000000000";HELLSU;Vencida 16;HELLER SUD SERV FIN CLASE 3 VTO.07/07/1998;USD;;"07/07/1998";REA;"360";;;B;HEL3;;ARGENTINA;XXXX;;;;"2024-03-27"
"004010000000000";LETE32;Vencida9;Letras del Tesoro en Dolares Vto.17/04/98;USD;"16/01/1998";"17/04/1998";REA;"360";;;B;LE32;ararge031849;ARGENTINA;XXXX;;;;"2024-03-27"
"004011000000000";LETE33;Vencida13;Letras del Tesoro en Dolares vto 17/07/98;USD;"16/01/1998";"17/07/1998";REA;"360";"5033";;B;LE33;ARARGE031856;ARGENTINA;XXXX;;;;"2024-03-27"
"004108000000000";BGNUSD;VENCIDA BGNUSD;BONOS DEL GOBIERNO NAC TASA VARIABLE VTO 2001  EN DOLARES;USD;"14/01/1998";"20/01/2001";REA;REA;"5401";RA;B;BTVA2;ARARGE031872;ARGENTINA;XXXX;;;;"2024-03-27"
"004107000000000";BGNARP;VENCIDA BGNAC;BONOS DEL GOBIERNO NAC TASA VARIABLE VTO 2001 EN PESOS;ARS;"14/01/1998";"20/01/2001";REA;REA;;RA;B;BTVA1;ARARGE031864;ARGENTINA;XXXX;;;;"2024-03-27"
"002003005000000";MUNIC;MUNIC;TITULOS DE MUNICIPALIDADES;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004022000000000";LETE34;Vencida 18;Letras del Tesoro en Dolares vto 14-08-98;USD;"13/02/1998";"14/08/1998";REA;"360";;;B;LE34;;ARGENTINA;XXXX;;;;"2024-03-27"
"002002007011000";BX92CU;CUPON BX92;Cupones Bonos Externos 1992 - PESIFICADO A 1,40;ARS;;;REA;REA;;RA;B;BX92;;ARGENTINA;XXXX;;;;"2024-03-27"
"002009006000000";TR23;USTREASURY27;US TREASURY N/B  6 1/8 VTO 15/11/27;USD;"15/11/1997";"15/11/2027";REA;REA;;USA;B;;US912810FB99;USA;XXXX;;;;"2024-03-27"
"004090000000000";LETE36;VENCIDA LETE36;Letras del Tesoro en Dolares Vto.19-03-99;USD;"20/03/1998";"19/03/1999";REA;"360";"5036";;B;LE36;ARARGE031955;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005010000";BONBA;BONOS BAS AS $;Bono Consolidacion Pcia. de Bs. As. en Moneda Nac. vto. 01/04/2007;ARS;"01/04/1991";"01/04/2007";REA;"360";"2099";BSAS;B;PBA1;ARPBUE030026;ARGENTINA;DTCF;;;;"2024-03-27"
"004033000000000";BT98;VENCIDA 28;Bonos del Tesoro a mediano plazo 1998 8 %;USD;"13/12/1996";"13/12/1998";"30";"360";"5301";;B;BT01;ARARGE031468;ARGENTINA;XXXX;;;;"2024-03-27"
"004018000000000";LETE35;Vencida11;Letras del Tesoro en pesos Vto.19/06/98;ARS;"20/03/1998";"19/06/1998";REA;"360";;;B;LE35;ARARGE031948;ARGENTINA;XXXX;;;;"2024-03-27"
"004012000000000";LETE37;Vencida12;Letras de Teroso en Pesos Vto. 17/07/98;ARS;"17/04/1998";"17/07/1998";REA;"365";;;B;LE37;ARARGE031997;ARGENTINA;XXXX;;;;"2024-03-27"
"004045000000000";MULT99;VENCIDA MULT99;MULTICANAL S.A.  SERIE B VTO 01/03/99;USD;"06/03/1998";"01/03/1999";REA;"360";"1346";;B;MULB;XS0085113909;ARGENTINA;XXXX;;;;"2024-03-27"
"004101000000000";BOL99;BOLDT 99;BOLDT VCTO. 99 2DA. EMISION VTO.30/10/1999;USD;"30/10/1996";"30/10/1999";REA;"360";"1153";;B;BOL2;ARBOLD050043;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002014000";CLIS4;CLISA 2004;COMPANIA LATINO AMERICANA 11.625%VTO.1/6/2004;USD;"29/05/1997";"01/06/2004";"30";"360";"1237";CLISA;B;CLIS;USP3063XAA65;ARGENTINA;XXXX;;;;"2024-03-27"
"004292000000000";EDE01;EDENOR 12/2001;EMP.DIST.NORTE (EDENOR) VTO 04/12/2001 9.75%;USD;"04/12/1996";"04/12/2001";"30";"360";"1206";EDENOR;B;EDE1;XS0071548522;ARGENTINA;XXXX;;;;"2024-03-27"
"004156000000000";CEPU01;CTRAL.PUERTO 01;CENTRAL PUERTO S.A. VTO.01/08/2001 10.70%;USD;"30/07/1996";"01/08/2001";"30";"360";"1333";CENTRALPUE;B;;US15504FAA30;ARGENTINA;XXXX;;;;"2024-03-27"
"004197000000000";CRED00;VENCIDA CRED00;BANCO CREDITO ARG. VTO.24/04/2000 9.5%;USD;"24/04/1997";"24/04/2000";"30";"360";"1238";FRANCES;B;;US05953RAD89;ARGENTINA;XXXX;;;;"2024-03-27"
"004080000000000";BSUD99;BANSUD 99 9,25%;BANSUD VTO.13/12/1999 9.25%;USD;"13/12/1996";"13/12/1999";"30";"360";"1168";;B;;US0594MFAB06;ARGENTINA;XXXX;;;;"2024-03-27"
"004026000000000";CRED98;VENCIDA 25;BCO.CREDITO ARGENTINA VTO 29/10/1998 8.50%;USD;"29/10/1993";"29/10/1998";"30";"360";"1108";;B;;US05953RAA41;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002066000";TEA08;TE.AR.2008;TELEFONICA DE ARGENTINA VTO 07/05/2008 9,125%;USD;"07/05/1998";"07/05/2008";"30";"360";"1361";TELEFONICA;B;;USP90325AE48;ARGENTINA;DTCF;;;;"2024-03-27"
"002004004008000";ARI05;ARISCO 2005;ARISCO VTO 22/05/2005 10,75%;USD;"22/05/1997";"22/05/2005";"30";"360";"1387";;B;;USP05035AA17;BRASIL;XXXX;;;;"2024-03-27"
"002004002068000";DISC3;DISCO 2003;DISCO S.A. VTO. 15/05/2003 9,125%;USD;"11/05/1998";"15/05/2003";"30";"360";"1358";DISCO;B;;USP3561ZAC43;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002008000";COME3;CORPMETRO 12/03;Corporacion Metropolitana de Finanzas SA vto. 30/12/2003;USD;"30/06/1997";"30/12/2003";"30";"360";"1247";METROCORP;B;;ARCORP080049;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005003000";PRO4;BOCON PRO4;Bono Consolidacion Deuda en u$s 2da Serie - PESIFICADO A 1,40;ARS;"28/12/1994";"28/12/2010";"30";"360";"2129";RA;B;PRO4;ARARGE031773;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004006000";TRIKE;TRIKEM 2007;TRIKEM VTO. 24/07/2007 10,625%;USD;"24/07/1997";"24/07/2007";;;"1389";;B;;USP2604VAE04;BRASIL;XXXX;;;;"2024-03-27"
"002004002071000";TSE03;TRANSENER 2003;Transener en u$s vto. 01/04/2003 Tasa 8,625% - REGISTRALES;USD;"13/04/1998";"01/04/2003";"30";"360";"1359";TRANSENER;B;TSE1A;US20445DAA00;ARGENTINA;XXXX;;;;"2024-03-27"
"004098000000000";COME00;SCP.2000 10.75%;SOCIEDAD COMERCIAL DEL PLATA VTO.12/3/2000 10.75;USD;"12/03/1998";"12/03/2000";"30";"360";"1383";;B;;US83363QAG47;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002073000";GAL02;GALICIA 2002;BANCO DE GALICIA VTO. 26/08/2002 7,875;USD;"26/08/1997";"26/08/2002";"30";"360";"1342";GALICIA;B;;US05953VAC19;ARGENTINA;XXXX;;;;"2024-03-27"
"004062000000000";PRBA99;VENCIDA PROV99;BANCO DE LA PROVINCIA DE BUENOS AIRES VTO. 19/06/99 10,40;USD;"19/11/1997";"19/06/1999";"30";"360";;;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005009000";PRO3;BOCON PRO3;Bono Consolidacion Deuda en Moneda Nac. 2da Serie vto. 28/12/2010;ARS;"28/12/1994";"28/12/2010";REA;REA;"2130";RA;B;PRO3;;ARGENTINA;XXXX;;;;"2024-03-27"
"004021000000000";LETE38;Vencida 17;Letras del Tesoro en Pesos Vto.14/08/98;ARS;"15/05/1998";"14/08/1998";REA;"365";"5038";;B;LE38;ARARGE032011;ARGENTINA;XXXX;;;;"2024-03-27"
"004030000000000";LETE39;VENCIDA 27;Letras del Tesoro en dolares vto.13/11/98;USD;"15/05/1998";"13/11/1998";REA;"365";"5039";;B;LE39;ARARGE032029;ARGENTINA;XXXX;;;;"2024-03-27"
"004216000000000";PLAT00;VENCIDA SCP2000;SOCIEDAD COMERCIAL DEL PLATA VTO.09/05/2000 11,50%;USD;"09/05/1996";"09/05/2000";"30";"360";"1135";COMERCIALP;B;;US83363QAF63;ARGENTINA;XXXX;;;;"2024-03-27"
"004106000000000";BAES00;VENCIDA BAESA;BUENOS AIRES EMBOTELLADORA S.A. VTO. 29/12/2000 8,50%;USD;"29/12/1993";"29/12/2000";"30";"360";"1132";BSASESA;B;;USP1910SAA61;ARGENTINA;XXXX;;;;"2024-03-27"
"004154000000000";CEME01;CEMEX 2001;CEMEX S.A. VTO. 20/09/2001;USD;"20/09/1994";"20/09/2001";"30";"360";"1378";CEMEX;B;;US15129RAD61;MEXICO;XXXX;;;;"2024-03-27"
"004001000000000";LETE27;VECIDA;Letras del Tesoro en pesos Vto. 19/12/97;ARS;;"19/12/1997";;;"5027";;B;LE27;ARARGE031757;ARGENTINA;XXXX;;;;"2024-03-27"
"004002000000000";LETE30;Vencida;Letras del Tesoro en dolares Vto.20/03/98;USD;"19/12/1997";"20/03/1998";REA;REA;;;B;LE30;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004005000";PET04;OPPPETROQUIMI04;OPP PETROQUIMICA VTO. 29/10/2004 11%;USD;"29/10/1996";"29/10/2004";"30";"360";"1364";;B;;USU68293AA46;BRASIL;XXXX;;;;"2024-03-27"
"004114000000000";BISE00;BISEL20/11/2000;BANCO BISEL VTO. 20/11/2000 9.50%;USD;"20/05/1998";"20/11/2000";"30";"360";"1362";BISEL;B;;US05947BAA89;ARGENTINA;XXXX;;;;"2024-03-27"
"004134000000000";IDUB01;VENCIDA IDUB01;BRASIL IDU TRUST FLOAT VTO. 01/01/2001;USD;"12/05/1994";"01/01/2001";REA;"360";"1283";BRL;B;;XS0036226818;BRASIL;XXXX;;;;"2024-03-27"
